"order_id","order_date","order_status","payment_method","shipping_city","customer_id","first_name","last_name","order_item_id","product_id","product_name","category_name","quantity","unit_price","cost_price","discount_percent","gross_amount","net_amount","profit"
9,"2025-05-11","Cancelled","Bank Transfer","Gdynia",9,"Monika","Dabrowska",22,6,"Google Pixel 9","Smartphones",1,3499.00,2820.00,5.00,3499.00,3324.05,504.05
10,"2025-05-16","Cancelled","Cash on Delivery","Bydgoszcz",10,"Pawel","Kozlowski",23,20,"Xbox Series X","Gaming",1,2499.00,2020.00,20.00,2499.00,1999.20,-20.80
10,"2025-05-16","Cancelled","Cash on Delivery","Bydgoszcz",10,"Pawel","Kozlowski",24,1,"Lenovo IdeaPad 5","Laptops",3,3299.00,2650.00,0.00,9897.00,9897.00,1947.00
10,"2025-05-16","Cancelled","Cash on Delivery","Bydgoszcz",10,"Pawel","Kozlowski",25,8,"iPad Air","Tablets",1,2999.00,2440.00,0.00,2999.00,2999.00,559.00
11,"2025-05-30","Pending","Card","Gdansk",11,"Ewa","Jankowska",26,23,"Google Nest Hub","Smart Home",2,499.00,330.00,0.00,998.00,998.00,338.00
11,"2025-05-30","Pending","Card","Gdansk",11,"Ewa","Jankowska",27,12,"Samsung Odyssey G5","Monitors",3,1499.00,1130.00,0.00,4497.00,4497.00,1107.00
11,"2025-05-30","Pending","Card","Gdansk",11,"Ewa","Jankowska",28,14,"Keychron K2 Keyboard","Accessories",2,399.00,270.00,5.00,798.00,758.10,218.10
11,"2025-05-30","Pending","Card","Gdansk",11,"Ewa","Jankowska",29,6,"Google Pixel 9","Smartphones",3,3499.00,2820.00,0.00,10497.00,10497.00,2037.00
12,"2025-06-14","Completed","BLIK","Torun",12,"Krzysztof","Mazur",30,17,"JBL Charge 5","Audio",3,699.00,480.00,0.00,2097.00,2097.00,657.00
13,"2025-06-27","Completed","Bank Transfer","Lublin",13,"Natalia","Krawczyk",31,6,"Google Pixel 9","Smartphones",2,3499.00,2820.00,0.00,6998.00,6998.00,1358.00
13,"2025-06-27","Completed","Bank Transfer","Lublin",13,"Natalia","Krawczyk",32,5,"iPhone 16","Smartphones",1,4299.00,3550.00,0.00,4299.00,4299.00,749.00
14,"2025-07-09","Completed","Cash on Delivery","Lodz",14,"Marcin","Piotrowski",33,13,"Logitech MX Master 3S","Accessories",1,449.00,310.00,0.00,449.00,449.00,139.00
14,"2025-07-09","Completed","Cash on Delivery","Lodz",14,"Marcin","Piotrowski",34,14,"Keychron K2 Keyboard","Accessories",2,399.00,270.00,10.00,798.00,718.20,178.20
14,"2025-07-09","Completed","Cash on Delivery","Lodz",14,"Marcin","Piotrowski",35,3,"MacBook Air M3","Laptops",3,5499.00,4650.00,0.00,16497.00,16497.00,2547.00
15,"2025-07-22","Completed","Card","Krakow",15,"Aleksandra","Grabowska",36,15,"USB-C Hub 8-in-1","Accessories",1,249.00,145.00,20.00,249.00,199.20,54.20
15,"2025-07-22","Completed","Card","Krakow",15,"Aleksandra","Grabowska",37,3,"MacBook Air M3","Laptops",1,5499.00,4650.00,0.00,5499.00,5499.00,849.00
15,"2025-07-22","Completed","Card","Krakow",15,"Aleksandra","Grabowska",38,13,"Logitech MX Master 3S","Accessories",2,449.00,310.00,10.00,898.00,808.20,188.20
15,"2025-07-22","Completed","Card","Krakow",15,"Aleksandra","Grabowska",39,7,"Samsung Galaxy Tab S10","Tablets",2,3199.00,2540.00,0.00,6398.00,6398.00,1318.00
16,"2025-08-06","Completed","BLIK","Wroclaw",16,"Damian","Pawlowski",40,9,"Lenovo Tab P12","Tablets",2,1499.00,1120.00,5.00,2998.00,2848.10,608.10
17,"2025-08-22","Completed","Bank Transfer","Kutno",17,"Karolina","Michalska",41,3,"MacBook Air M3","Laptops",3,5499.00,4650.00,20.00,16497.00,13197.60,-752.40
17,"2025-08-22","Completed","Bank Transfer","Kutno",17,"Karolina","Michalska",42,23,"Google Nest Hub","Smart Home",2,499.00,330.00,20.00,998.00,798.40,138.40
18,"2025-09-05","Completed","Cash on Delivery","Poznan",18,"Mateusz","Krol",43,5,"iPhone 16","Smartphones",3,4299.00,3550.00,0.00,12897.00,12897.00,2247.00
18,"2025-09-05","Completed","Cash on Delivery","Poznan",18,"Mateusz","Krol",44,9,"Lenovo Tab P12","Tablets",1,1499.00,1120.00,0.00,1499.00,1499.00,379.00
18,"2025-09-05","Completed","Cash on Delivery","Poznan",18,"Mateusz","Krol",45,8,"iPad Air","Tablets",3,2999.00,2440.00,0.00,8997.00,8997.00,1677.00
19,"2025-09-25","Cancelled","Card","Warsaw",19,"Julia","Wieczorek",46,7,"Samsung Galaxy Tab S10","Tablets",3,3199.00,2540.00,0.00,9597.00,9597.00,1977.00
19,"2025-09-25","Cancelled","Card","Warsaw",19,"Julia","Wieczorek",47,18,"Apple AirPods Pro","Audio",2,1099.00,810.00,0.00,2198.00,2198.00,578.00
19,"2025-09-25","Cancelled","Card","Warsaw",19,"Julia","Wieczorek",48,22,"Philips Hue Starter Kit","Smart Home",3,649.00,430.00,0.00,1947.00,1947.00,657.00
19,"2025-09-25","Cancelled","Card","Warsaw",19,"Julia","Wieczorek",49,12,"Samsung Odyssey G5","Monitors",2,1499.00,1130.00,0.00,2998.00,2998.00,738.00
20,"2025-10-03","Cancelled","BLIK","Szczecin",20,"Patryk","Jablonski",50,9,"Lenovo Tab P12","Tablets",3,1499.00,1120.00,0.00,4497.00,4497.00,1137.00
21,"2025-02-08","Completed","Cash on Delivery","Konin",1,"Anna","Kowalska",51,23,"Google Nest Hub","Smart Home",3,499.00,330.00,0.00,1497.00,1497.00,507.00
21,"2025-02-08","Completed","Cash on Delivery","Konin",1,"Anna","Kowalska",52,9,"Lenovo Tab P12","Tablets",1,1499.00,1120.00,20.00,1499.00,1199.20,79.20
22,"2025-02-14","Completed","Card","Olsztyn",2,"Piotr","Nowak",53,2,"ASUS TUF GAMING A15","Laptops",1,4599.00,3720.00,0.00,4599.00,4599.00,879.00
22,"2025-02-14","Completed","Card","Olsztyn",2,"Piotr","Nowak",54,20,"Xbox Series X","Gaming",1,2499.00,2020.00,10.00,2499.00,2249.10,229.10
22,"2025-02-14","Completed","Card","Olsztyn",2,"Piotr","Nowak",55,13,"Logitech MX Master 3S","Accessories",3,449.00,310.00,10.00,1347.00,1212.30,282.30
23,"2025-03-06","Completed","BLIK","Koszlin",3,"Marta","Wisniewska",56,9,"Lenovo Tab P12","Tablets",3,1499.00,1120.00,0.00,4497.00,4497.00,1137.00
23,"2025-03-06","Completed","BLIK","Koszlin",3,"Marta","Wisniewska",57,3,"MacBook Air M3","Laptops",3,5499.00,4650.00,0.00,16497.00,16497.00,2547.00
23,"2025-03-06","Completed","BLIK","Koszlin",3,"Marta","Wisniewska",58,23,"Google Nest Hub","Smart Home",2,499.00,330.00,0.00,998.00,998.00,338.00
23,"2025-03-06","Completed","BLIK","Koszlin",3,"Marta","Wisniewska",59,1,"Lenovo IdeaPad 5","Laptops",1,3299.00,2650.00,0.00,3299.00,3299.00,649.00
24,"2025-03-24","Completed","Bank Transfer","Gliwice",4,"Tomasz","Wojcik",60,24,"Xiaomi Robot Vacuum","Smart Home",1,1299.00,920.00,0.00,1299.00,1299.00,379.00
25,"2025-04-03","Completed","Cash on Delivery","Bialystok",5,"Katarzyna","Kaminska",61,10,"Dell UltraSharp 27","Monitors",3,2199.00,1650.00,10.00,6597.00,5937.30,987.30
25,"2025-04-03","Completed","Cash on Delivery","Bialystok",5,"Katarzyna","Kaminska",62,17,"JBL Charge 5","Audio",1,699.00,480.00,10.00,699.00,629.10,149.10
26,"2025-04-15","Completed","Card","Hel",6,"Michal","Lewandowski",63,6,"Google Pixel 9","Smartphones",3,3499.00,2820.00,0.00,10497.00,10497.00,2037.00
26,"2025-04-15","Completed","Card","Hel",6,"Michal","Lewandowski",64,9,"Lenovo Tab P12","Tablets",3,1499.00,1120.00,10.00,4497.00,4047.30,687.30
26,"2025-04-15","Completed","Card","Hel",6,"Michal","Lewandowski",65,13,"Logitech MX Master 3S","Accessories",1,449.00,310.00,0.00,449.00,449.00,139.00
27,"2025-05-02","Completed","BLIK","Legnica",7,"Agnieszka","Zielinska",66,18,"Apple AirPods Pro","Audio",1,1099.00,810.00,5.00,1099.00,1044.05,234.05
27,"2025-05-02","Completed","BLIK","Legnica",7,"Agnieszka","Zielinska",67,2,"ASUS TUF GAMING A15","Laptops",3,4599.00,3720.00,0.00,13797.00,13797.00,2637.00
27,"2025-05-02","Completed","BLIK","Legnica",7,"Agnieszka","Zielinska",68,6,"Google Pixel 9","Smartphones",1,3499.00,2820.00,0.00,3499.00,3499.00,679.00
27,"2025-05-02","Completed","BLIK","Legnica",7,"Agnieszka","Zielinska",69,12,"Samsung Odyssey G5","Monitors",1,1499.00,1130.00,0.00,1499.00,1499.00,369.00
28,"2025-05-11","Cancelled","Bank Transfer","Skierniewice",8,"Jakub","Szymanski",70,5,"iPhone 16","Smartphones",1,4299.00,3550.00,0.00,4299.00,4299.00,749.00
29,"2025-05-25","Cancelled","Cash on Delivery","Gdynia",9,"Monika","Dabrowska",71,7,"Samsung Galaxy Tab S10","Tablets",1,3199.00,2540.00,0.00,3199.00,3199.00,659.00
29,"2025-05-25","Cancelled","Cash on Delivery","Gdynia",9,"Monika","Dabrowska",72,6,"Google Pixel 9","Smartphones",3,3499.00,2820.00,10.00,10497.00,9447.30,987.30
30,"2025-05-30","Pending","Card","Bydgoszcz",10,"Pawel","Kozlowski",73,5,"iPhone 16","Smartphones",3,4299.00,3550.00,10.00,12897.00,11607.30,957.30
30,"2025-05-30","Pending","Card","Bydgoszcz",10,"Pawel","Kozlowski",74,10,"Dell UltraSharp 27","Monitors",2,2199.00,1650.00,20.00,4398.00,3518.40,218.40
30,"2025-05-30","Pending","Card","Bydgoszcz",10,"Pawel","Kozlowski",75,15,"USB-C Hub 8-in-1","Accessories",1,249.00,145.00,5.00,249.00,236.55,91.55
31,"2025-06-13","Completed","BLIK","Gdansk",11,"Ewa","Jankowska",76,7,"Samsung Galaxy Tab S10","Tablets",3,3199.00,2540.00,0.00,9597.00,9597.00,1977.00
31,"2025-06-13","Completed","BLIK","Gdansk",11,"Ewa","Jankowska",77,19,"PlayStation 5 Slim","Gaming",3,2399.00,1950.00,20.00,7197.00,5757.60,-92.40
31,"2025-06-13","Completed","BLIK","Gdansk",11,"Ewa","Jankowska",78,21,"Nintendo Switch OLED","Gaming",2,1599.00,1240.00,0.00,3198.00,3198.00,718.00
31,"2025-06-13","Completed","BLIK","Gdansk",11,"Ewa","Jankowska",79,2,"ASUS TUF GAMING A15","Laptops",1,4599.00,3720.00,0.00,4599.00,4599.00,879.00
32,"2025-06-28","Completed","Bank Transfer","Torun",12,"Krzysztof","Mazur",80,9,"Lenovo Tab P12","Tablets",3,1499.00,1120.00,0.00,4497.00,4497.00,1137.00
33,"2025-07-11","Completed","Cash on Delivery","Lublin",13,"Natalia","Krawczyk",81,6,"Google Pixel 9","Smartphones",1,3499.00,2820.00,0.00,3499.00,3499.00,679.00
33,"2025-07-11","Completed","Cash on Delivery","Lublin",13,"Natalia","Krawczyk",82,8,"iPad Air","Tablets",3,2999.00,2440.00,0.00,8997.00,8997.00,1677.00
34,"2025-07-23","Completed","Card","Lodz",14,"Marcin","Piotrowski",83,12,"Samsung Odyssey G5","Monitors",2,1499.00,1130.00,0.00,2998.00,2998.00,738.00
34,"2025-07-23","Completed","Card","Lodz",14,"Marcin","Piotrowski",84,22,"Philips Hue Starter Kit","Smart Home",3,649.00,430.00,10.00,1947.00,1752.30,462.30
34,"2025-07-23","Completed","Card","Lodz",14,"Marcin","Piotrowski",85,5,"iPhone 16","Smartphones",1,4299.00,3550.00,0.00,4299.00,4299.00,749.00
35,"2025-08-05","Completed","BLIK","Krakow",15,"Aleksandra","Grabowska",86,18,"Apple AirPods Pro","Audio",3,1099.00,810.00,0.00,3297.00,3297.00,867.00
35,"2025-08-05","Completed","BLIK","Krakow",15,"Aleksandra","Grabowska",87,11,"LG UltraGear 27","Monitors",2,1799.00,1360.00,0.00,3598.00,3598.00,878.00
35,"2025-08-05","Completed","BLIK","Krakow",15,"Aleksandra","Grabowska",88,10,"Dell UltraSharp 27","Monitors",1,2199.00,1650.00,5.00,2199.00,2089.05,439.05
35,"2025-08-05","Completed","BLIK","Krakow",15,"Aleksandra","Grabowska",89,14,"Keychron K2 Keyboard","Accessories",2,399.00,270.00,10.00,798.00,718.20,178.20
36,"2025-08-20","Completed","Bank Transfer","Wroclaw",16,"Damian","Pawlowski",90,5,"iPhone 16","Smartphones",3,4299.00,3550.00,0.00,12897.00,12897.00,2247.00
37,"2025-09-05","Completed","Cash on Delivery","Kutno",17,"Karolina","Michalska",91,19,"PlayStation 5 Slim","Gaming",3,2399.00,1950.00,10.00,7197.00,6477.30,627.30
37,"2025-09-05","Completed","Cash on Delivery","Kutno",17,"Karolina","Michalska",92,11,"LG UltraGear 27","Monitors",1,1799.00,1360.00,0.00,1799.00,1799.00,439.00
38,"2025-09-19","Cancelled","Card","Poznan",18,"Mateusz","Krol",93,1,"Lenovo IdeaPad 5","Laptops",1,3299.00,2650.00,0.00,3299.00,3299.00,649.00
38,"2025-09-19","Cancelled","Card","Poznan",18,"Mateusz","Krol",94,16,"Sony WH-1000XM5","Audio",1,1599.00,1190.00,0.00,1599.00,1599.00,409.00
38,"2025-09-19","Cancelled","Card","Poznan",18,"Mateusz","Krol",95,12,"Samsung Odyssey G5","Monitors",3,1499.00,1130.00,20.00,4497.00,3597.60,207.60
39,"2025-10-09","Cancelled","BLIK","Warsaw",19,"Julia","Wieczorek",96,4,"Samsung Galaxy S25","Smartphones",2,3999.00,3250.00,0.00,7998.00,7998.00,1498.00
39,"2025-10-09","Cancelled","BLIK","Warsaw",19,"Julia","Wieczorek",97,5,"iPhone 16","Smartphones",3,4299.00,3550.00,0.00,12897.00,12897.00,2247.00
39,"2025-10-09","Cancelled","BLIK","Warsaw",19,"Julia","Wieczorek",98,12,"Samsung Odyssey G5","Monitors",1,1499.00,1130.00,0.00,1499.00,1499.00,369.00
39,"2025-10-09","Cancelled","BLIK","Warsaw",19,"Julia","Wieczorek",99,6,"Google Pixel 9","Smartphones",1,3499.00,2820.00,5.00,3499.00,3324.05,504.05
40,"2025-10-17","Pending","Bank Transfer","Szczecin",20,"Patryk","Jablonski",100,20,"Xbox Series X","Gaming",1,2499.00,2020.00,20.00,2499.00,1999.20,-20.80
41,"2025-02-22","Completed","Card","Konin",1,"Anna","Kowalska",101,9,"Lenovo Tab P12","Tablets",3,1499.00,1120.00,20.00,4497.00,3597.60,237.60
41,"2025-02-22","Completed","Card","Konin",1,"Anna","Kowalska",102,3,"MacBook Air M3","Laptops",3,5499.00,4650.00,0.00,16497.00,16497.00,2547.00
42,"2025-02-28","Completed","BLIK","Olsztyn",2,"Piotr","Nowak",103,10,"Dell UltraSharp 27","Monitors",2,2199.00,1650.00,0.00,4398.00,4398.00,1098.00
42,"2025-02-28","Completed","BLIK","Olsztyn",2,"Piotr","Nowak",104,4,"Samsung Galaxy S25","Smartphones",2,3999.00,3250.00,0.00,7998.00,7998.00,1498.00
42,"2025-02-28","Completed","BLIK","Olsztyn",2,"Piotr","Nowak",105,13,"Logitech MX Master 3S","Accessories",2,449.00,310.00,5.00,898.00,853.10,233.10
43,"2025-03-20","Completed","Bank Transfer","Koszlin",3,"Marta","Wisniewska",106,5,"iPhone 16","Smartphones",1,4299.00,3550.00,0.00,4299.00,4299.00,749.00
43,"2025-03-20","Completed","Bank Transfer","Koszlin",3,"Marta","Wisniewska",107,11,"LG UltraGear 27","Monitors",1,1799.00,1360.00,0.00,1799.00,1799.00,439.00
43,"2025-03-20","Completed","Bank Transfer","Koszlin",3,"Marta","Wisniewska",108,24,"Xiaomi Robot Vacuum","Smart Home",2,1299.00,920.00,0.00,2598.00,2598.00,758.00
43,"2025-03-20","Completed","Bank Transfer","Koszlin",3,"Marta","Wisniewska",109,2,"ASUS TUF GAMING A15","Laptops",1,4599.00,3720.00,5.00,4599.00,4369.05,649.05
44,"2025-04-07","Completed","Cash on Delivery","Gliwice",4,"Tomasz","Wojcik",110,14,"Keychron K2 Keyboard","Accessories",2,399.00,270.00,0.00,798.00,798.00,258.00
45,"2025-04-17","Completed","Card","Bialystok",5,"Katarzyna","Kaminska",111,20,"Xbox Series X","Gaming",3,2499.00,2020.00,5.00,7497.00,7122.15,1062.15
45,"2025-04-17","Completed","Card","Bialystok",5,"Katarzyna","Kaminska",112,22,"Philips Hue Starter Kit","Smart Home",2,649.00,430.00,0.00,1298.00,1298.00,438.00
46,"2025-04-29","Completed","BLIK","Hel",6,"Michal","Lewandowski",113,21,"Nintendo Switch OLED","Gaming",2,1599.00,1240.00,0.00,3198.00,3198.00,718.00
46,"2025-04-29","Completed","BLIK","Hel",6,"Michal","Lewandowski",114,12,"Samsung Odyssey G5","Monitors",2,1499.00,1130.00,0.00,2998.00,2998.00,738.00
46,"2025-04-29","Completed","BLIK","Hel",6,"Michal","Lewandowski",115,16,"Sony WH-1000XM5","Audio",3,1599.00,1190.00,0.00,4797.00,4797.00,1227.00
47,"2025-05-16","Cancelled","Bank Transfer","Legnica",7,"Agnieszka","Zielinska",116,19,"PlayStation 5 Slim","Gaming",1,2399.00,1950.00,0.00,2399.00,2399.00,449.00
47,"2025-05-16","Cancelled","Bank Transfer","Legnica",7,"Agnieszka","Zielinska",117,2,"ASUS TUF GAMING A15","Laptops",2,4599.00,3720.00,10.00,9198.00,8278.20,838.20
47,"2025-05-16","Cancelled","Bank Transfer","Legnica",7,"Agnieszka","Zielinska",118,6,"Google Pixel 9","Smartphones",3,3499.00,2820.00,0.00,10497.00,10497.00,2037.00
47,"2025-05-16","Cancelled","Bank Transfer","Legnica",7,"Agnieszka","Zielinska",119,13,"Logitech MX Master 3S","Accessories",1,449.00,310.00,20.00,449.00,359.20,49.20
48,"2025-05-25","Cancelled","Cash on Delivery","Skierniewice",8,"Jakub","Szymanski",120,9,"Lenovo Tab P12","Tablets",1,1499.00,1120.00,0.00,1499.00,1499.00,379.00
49,"2025-06-08","Pending","Card","Gdynia",9,"Monika","Dabrowska",121,11,"LG UltraGear 27","Monitors",1,1799.00,1360.00,20.00,1799.00,1439.20,79.20
49,"2025-06-08","Pending","Card","Gdynia",9,"Monika","Dabrowska",122,5,"iPhone 16","Smartphones",1,4299.00,3550.00,0.00,4299.00,4299.00,749.00
50,"2025-06-13","Completed","BLIK","Bydgoszcz",10,"Pawel","Kozlowski",123,8,"iPad Air","Tablets",2,2999.00,2440.00,0.00,5998.00,5998.00,1118.00
50,"2025-06-13","Completed","BLIK","Bydgoszcz",10,"Pawel","Kozlowski",124,17,"JBL Charge 5","Audio",2,699.00,480.00,0.00,1398.00,1398.00,438.00
50,"2025-06-13","Completed","BLIK","Bydgoszcz",10,"Pawel","Kozlowski",125,24,"Xiaomi Robot Vacuum","Smart Home",3,1299.00,920.00,0.00,3897.00,3897.00,1137.00
51,"2025-06-27","Completed","Bank Transfer","Gdansk",11,"Ewa","Jankowska",126,15,"USB-C Hub 8-in-1","Accessories",1,249.00,145.00,0.00,249.00,249.00,104.00
51,"2025-06-27","Completed","Bank Transfer","Gdansk",11,"Ewa","Jankowska",127,21,"Nintendo Switch OLED","Gaming",1,1599.00,1240.00,0.00,1599.00,1599.00,359.00
51,"2025-06-27","Completed","Bank Transfer","Gdansk",11,"Ewa","Jankowska",128,16,"Sony WH-1000XM5","Audio",2,1599.00,1190.00,0.00,3198.00,3198.00,818.00
51,"2025-06-27","Completed","Bank Transfer","Gdansk",11,"Ewa","Jankowska",129,23,"Google Nest Hub","Smart Home",3,499.00,330.00,0.00,1497.00,1497.00,507.00
52,"2025-07-12","Completed","Cash on Delivery","Torun",12,"Krzysztof","Mazur",130,1,"Lenovo IdeaPad 5","Laptops",3,3299.00,2650.00,0.00,9897.00,9897.00,1947.00
53,"2025-07-25","Completed","Card","Lublin",13,"Natalia","Krawczyk",131,3,"MacBook Air M3","Laptops",3,5499.00,4650.00,10.00,16497.00,14847.30,897.30
53,"2025-07-25","Completed","Card","Lublin",13,"Natalia","Krawczyk",132,24,"Xiaomi Robot Vacuum","Smart Home",3,1299.00,920.00,10.00,3897.00,3507.30,747.30
54,"2025-08-06","Completed","BLIK","Lodz",14,"Marcin","Piotrowski",133,4,"Samsung Galaxy S25","Smartphones",2,3999.00,3250.00,0.00,7998.00,7998.00,1498.00
54,"2025-08-06","Completed","BLIK","Lodz",14,"Marcin","Piotrowski",134,21,"Nintendo Switch OLED","Gaming",1,1599.00,1240.00,5.00,1599.00,1519.05,279.05
54,"2025-08-06","Completed","BLIK","Lodz",14,"Marcin","Piotrowski",135,5,"iPhone 16","Smartphones",3,4299.00,3550.00,0.00,12897.00,12897.00,2247.00
55,"2025-08-19","Completed","Bank Transfer","Krakow",15,"Aleksandra","Grabowska",136,22,"Philips Hue Starter Kit","Smart Home",3,649.00,430.00,10.00,1947.00,1752.30,462.30
55,"2025-08-19","Completed","Bank Transfer","Krakow",15,"Aleksandra","Grabowska",137,3,"MacBook Air M3","Laptops",2,5499.00,4650.00,0.00,10998.00,10998.00,1698.00
55,"2025-08-19","Completed","Bank Transfer","Krakow",15,"Aleksandra","Grabowska",138,17,"JBL Charge 5","Audio",1,699.00,480.00,0.00,699.00,699.00,219.00
55,"2025-08-19","Completed","Bank Transfer","Krakow",15,"Aleksandra","Grabowska",139,5,"iPhone 16","Smartphones",1,4299.00,3550.00,20.00,4299.00,3439.20,-110.80
56,"2025-09-03","Completed","Cash on Delivery","Wroclaw",16,"Damian","Pawlowski",140,12,"Samsung Odyssey G5","Monitors",3,1499.00,1130.00,0.00,4497.00,4497.00,1107.00
57,"2025-09-19","Cancelled","Card","Kutno",17,"Karolina","Michalska",141,13,"Logitech MX Master 3S","Accessories",2,449.00,310.00,20.00,898.00,718.40,98.40
57,"2025-09-19","Cancelled","Card","Kutno",17,"Karolina","Michalska",142,23,"Google Nest Hub","Smart Home",3,499.00,330.00,20.00,1497.00,1197.60,207.60
58,"2025-10-03","Cancelled","BLIK","Poznan",18,"Mateusz","Krol",143,18,"Apple AirPods Pro","Audio",2,1099.00,810.00,0.00,2198.00,2198.00,578.00
58,"2025-10-03","Cancelled","BLIK","Poznan",18,"Mateusz","Krol",144,2,"ASUS TUF GAMING A15","Laptops",1,4599.00,3720.00,20.00,4599.00,3679.20,-40.80
58,"2025-10-03","Cancelled","BLIK","Poznan",18,"Mateusz","Krol",145,22,"Philips Hue Starter Kit","Smart Home",3,649.00,430.00,20.00,1947.00,1557.60,267.60
59,"2025-10-23","Pending","Bank Transfer","Warsaw",19,"Julia","Wieczorek",146,19,"PlayStation 5 Slim","Gaming",1,2399.00,1950.00,0.00,2399.00,2399.00,449.00
59,"2025-10-23","Pending","Bank Transfer","Warsaw",19,"Julia","Wieczorek",147,4,"Samsung Galaxy S25","Smartphones",1,3999.00,3250.00,10.00,3999.00,3599.10,349.10
59,"2025-10-23","Pending","Bank Transfer","Warsaw",19,"Julia","Wieczorek",148,9,"Lenovo Tab P12","Tablets",3,1499.00,1120.00,0.00,4497.00,4497.00,1137.00
59,"2025-10-23","Pending","Bank Transfer","Warsaw",19,"Julia","Wieczorek",149,3,"MacBook Air M3","Laptops",3,5499.00,4650.00,0.00,16497.00,16497.00,2547.00
60,"2025-10-31","Completed","Cash on Delivery","Szczecin",20,"Patryk","Jablonski",150,8,"iPad Air","Tablets",3,2999.00,2440.00,0.00,8997.00,8997.00,1677.00
61,"2024-07-07","Pending","Bank Transfer","Lodz",21,"Customer_21","Surname_21",151,518,"Product_166","Audio",1,1342.00,952.82,0.00,1342.00,1342.00,389.18
